pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 148156,b,HD 148156 b,Radial Velocity,0,1,1027,28,-28,0,2.45,0.04,-0.05,0,0.52,0.04,-0.09,0,,,,0,0.85,0.67,-0.05,0,Msini,,,,0,,,,0,0,0,0,0,16h28m17.28s,247.072006,-46d19m03.4s,-46.317623,57.22,0.15,-0.15,0,57.22,0.15,-0.15,0,7.689,0.011,0,V (Johnson),7.555,,0,6308,28,-28,0,1.22,,,0,1.21,0.03,-0.03,0,1/31/2019,La Silla Observatory
HD 148164,b,HD 148164 b,Radial Velocity,0,2,328.55,0.41,-0.41,0,0.993,0.066,-0.066,0,0.587,0.026,-0.026,0,,,,0,1.23,0.25,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,0.3,-0.3,0,77.37,0.3,-0.3,0,8.23,,0,V (Johnson),8.091,,0,6032,,,0,1.21,0.24,-0.24,0,1.34,0.1,-0.1,0,9/27/2018,W. M. Keck Observatory
HD 148164,c,HD 148164 c,Radial Velocity,0,2,5062,114,-114,0,6.15,0.5,-0.5,0,0.125,0.017,-0.017,0,,,,0,5.16,0.82,-0.82,0,Msini,,,,0,,,,0,0,0,0,0,16h25m44.53s,246.435547,+11d55m08.6s,11.919066,77.37,0.3,-0.3,0,77.37,0.3,-0.3,0,8.23,,0,V (Johnson),8.091,,0,6032,,,0,1.21,0.24,-0.24,0,1.34,0.1,-0.1,0,9/27/2018,W. M. Keck Observatory
HD 148284,b,HD 148284 b,Radial Velocity,0,1,339.331,0.018,-0.018,0,0.974,0.079,-0.079,0,0.38926,0.00089,-0.00089,0,,,,0,33.7,5.5,-5.5,0,Msini,,,,0,,,,0,0,0,0,0,16h25m48.41s,246.451721,+30d15m54.5s,30.265127,121.61,0.65,-0.65,0,121.61,0.65,-0.65,0,9.01,,0,V (Johnson),8.835,,0,5572,,,0,1.07,0.26,-0.26,0,1.48,0.16,-0.16,0,9/27/2018,W. M. Keck Observatory
HD 148427,b,HD 148427 b,Radial Velocity,0,1,331.5,3,-3,0,1.04,0.02,-0.02,0,0.16,0.08,-0.08,0,,,,0,1.3,0.17,-0.17,0,Msini,,,,0,,,,0,0,0,0,0,16h28m28.15s,247.117294,-13d23m58.7s,-13.39964,71.5,0.31,-0.31,0,71.5,0.31,-0.31,0,6.895,0.01,0,V (Johnson),6.635,,0,5025,4,-4,0,1.64,0.27,-0.27,0,3.86,0.12,-0.12,0,9/6/2018,Lick Observatory
HD 149026,b,HD 149026 b,Radial Velocity,0,1,2.87589,0.000002,-0.000002,0,,,,0,0,,,0,84.55,0.58,-0.58,0,0.38,0.06,-0.06,0,Mass,0.74,0.02,-0.02,0,,,,0,0,0,0,0,16h30m29.62s,247.623413,+38d20m50.3s,38.347309,76.03,0.17,-0.17,0,76.03,0.17,-0.17,0,8.15,,0,V (Johnson),8.014,,0,6179,15,-15,0,1.42,0.33,-0.33,0,1.41,0.03,-0.03,0,4/26/2018,Subaru Telescope
HD 149143,b,HD 149143 b,Radial Velocity,0,1,4.07182,0.00001,-0.00001,0,0.053,0.0029,-0.0029,0,0.0167,0.004,-0.004,0,,,,0,1.33,0.15,-0.15,0,Msini,,,,0,,,,0,0,0,0,1,16h32m51.05s,248.212708,+02d05m05.4s,2.084832,73.43,0.36,-0.36,0,73.43,0.36,-0.36,0,7.89,,0,V (Johnson),7.741,,0,5856,,,0,1.2,0.2,-0.2,0,1.44,0.08,-0.08,0,9/27/2018,Haute-Provence Observatory
HD 1502,b,HD 1502 b,Radial Velocity,0,1,428.5,1.2,-1.2,0,1.262,0.092,-0.092,0,0.031,0.022,-0.022,0,,,,0,2.75,0.16,-0.16,0,Msini,,,,,,,,0,0,0,0,0,00h19m17.07s,4.82111,+14d03m17.1s,14.054755,191.96,2.78,-2.78,0,191.96,2.78,-2.78,0,8.36,,0,V (Johnson),8.104,,0,4947,,,0,1.46,,,0,4.67,,,0,12/6/2018,W. M. Keck Observatory
HD 150706,b,HD 150706 b,Radial Velocity,0,1,5894,5584,-1498,0,6.7,4,-1.4,0,0.38,0.28,-0.32,0,,,,,2.71,1.14,-0.66,0,Msini,,,,,,,,,0,0,0,0,16h31m17.59s,247.823273,+79d47m23.2s,79.789772,28.29,0.02,-0.02,0,28.29,0.02,-0.02,0,7.02,0.02,0,V (Johnson),6.85,,0,5961,27,-27,0,1.17,0.12,-0.12,0,0.96,0.02,-0.02,0,7/23/2014,Haute-Provence Observatory
HD 152079,b,HD 152079 b,Radial Velocity,0,1,2918.92,37.87,-39.28,0,4.187,0.051,-0.053,0,0.532,0.015,-0.016,0,,,,0,2.661,0.046,-0.046,0,Msini,,,,0,,,,0,0,0,0,0,16h53m29.74s,253.373901,-46d19m58.6s,-46.332958,88.11,0.36,-0.36,0,88.11,0.36,-0.36,0,9.182,,0,V (Johnson),9.011,,0,5907,52,-52,0,1.15,0.03,-0.03,0,1.13,0.07,-0.07,0,6/27/2019,Las Campanas Observatory
HD 152581,b,HD 152581 b,Radial Velocity,0,1,686.5,4.8,-4.8,0,1.66,0.3,-0.3,0,0.04,0.031,-0.031,0,,,,0,1.869,0.071,-0.071,0,Msini,,,,,,,,0,0,0,0,0,16h53m43.58s,253.431595,+11d58m25.5s,11.973746,166.54,1.17,-1.17,0,166.54,1.17,-1.17,0,8.38,,0,V (Johnson),8.127,,0,5027,,,0,1.3,,,0,5.14,,,0,12/6/2018,W. M. Keck Observatory
HD 153950,b,HD 153950 b,Radial Velocity,0,1,499.39999,3.6,-3.6,0,1.28,0.02,-0.02,0,0.34,0.02,-0.02,0,,,,0,2.95,0.29,-0.29,0,Msini,,,,0,,,,0,0,0,0,0,17h04m30.87s,256.128632,-43d18m35.2s,-43.309769,48.52,0.12,-0.12,0,48.52,0.12,-0.12,0,7.39,0.011,0,V (Johnson),7.238,,0,6124,81,-81,0,1.25,0.18,-0.18,0,1.28,0.04,-0.04,0,9/6/2018,La Silla Observatory
HD 154345,b,HD 154345 b,Radial Velocity,0,1,3341.55884,93,-93,0,4.21,0.1,-0.1,0,0.04,0.05,-0.05,0,,,,0,0.82,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,17h02m36.41s,255.651688,+47d04m54.8s,47.081882,18.29,0.01,-0.01,0,18.29,0.01,-0.01,0,6.76,0,0,V (Johnson),6.568,,0,5468,14,-14,0,0.71,0.07,-0.07,0,0.85,0.01,-0.01,0,9/6/2018,W. M. Keck Observatory
HD 154672,b,HD 154672 b,Radial Velocity,0,1,163.94,0.01,-0.01,0,0.6,0.02,-0.02,0,0.61,0.03,-0.03,0,,,,0,5.37,0.39,-0.39,0,Msini,,,,0,,,,0,0,0,0,0,17h10m04.91s,257.520477,-56d26m57.4s,-56.449268,63.16,0.19,-0.19,0,63.16,0.19,-0.19,0,8.21,,0,V (Johnson),8.037,,0,5743,23,-23,0,1.18,0.12,-0.12,0,1.32,0.02,-0.02,0,9/6/2018,Las Campanas Observatory
HD 154857,b,HD 154857 b,Radial Velocity,0,2,408.60001,0.5,-0.5,0,1.29,0.02,-0.02,0,0.46,0.02,-0.02,0,,,,0,2.45,0.11,-0.11,0,Msini,,,,0,,,,0,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,63.56,0.16,-0.16,0,63.56,0.16,-0.16,0,7.238,0.01,0,V (Johnson),7.048,,0,5589,18,-18,0,1.96,0.12,-0.12,0,2.3,0.06,-0.06,0,9/6/2018,Anglo-Australian Telescope
HD 154857,c,HD 154857 c,Radial Velocity,0,2,3452,105,-105,0,5.36,0.09,-0.09,0,0.06,0.05,-0.05,0,,,,,2.58,0.16,-0.16,0,Msini,,,,,,,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,63.56,0.16,-0.16,0,63.56,0.16,-0.16,0,7.238,0.01,0,V (Johnson),7.048,,0,5589,18,-18,0,1.96,0.12,-0.12,0,2.3,0.06,-0.06,0,5/14/2014,Anglo-Australian Telescope
HD 155233,b,HD 155233 b,Radial Velocity,0,1,818.8,12.1,-12.1,0,2,0.06,-0.06,0,0.04,0.04,-0.04,0,,,,,2.6,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,17h11m04.37s,257.768188,-20d39m16.5s,-20.65457,75.13,3.33,-3.33,0,74.39,0.35,-0.35,0,6.818,0.01,0,V (Johnson),6.545,,0,4960,100,-100,0,1.69,0.14,-0.14,0,5.03,0.39,-0.39,0,3/17/2016,Anglo-Australian Telescope
HD 155358,b,HD 155358 b,Radial Velocity,0,2,194.3,0.3,-0.3,0,0.63,0.02,-0.02,0,0.17,0.03,-0.03,0,,,,0,0.99,0.08,-0.08,0,Msini,,,,0,,,,0,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,0.05,-0.05,0,43.67,0.05,-0.05,0,7.27,,0,V (Johnson),7.121,,0,5905,13,-13,0,1.15,0.08,-0.08,0,1.38,0.02,-0.02,0,9/6/2018,McDonald Observatory
HD 155358,c,HD 155358 c,Radial Velocity,0,2,391.9,1,-1,0,1.02,0.02,-0.02,0,0.16,0.1,-0.1,0,,,,0,0.82,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.67,0.05,-0.05,0,43.67,0.05,-0.05,0,7.27,,0,V (Johnson),7.121,,0,5905,13,-13,0,1.15,0.08,-0.08,0,1.38,0.02,-0.02,0,1/31/2019,McDonald Observatory
HD 156279,b,HD 156279 b,Radial Velocity,0,2,131.05,0.54,-0.54,0,0.49,0.01,-0.01,0,0.71,0.02,-0.02,0,,,,0,9.88,0.69,-0.69,0,Msini,,,,0,,,,0,0,0,0,0,17h12m23.20s,258.09668,+63d21m07.5s,63.352093,36.23,0.04,-0.04,0,36.23,0.04,-0.04,0,8.1,,0,V (Johnson),7.866,,0,5453,40,-40,0,0.95,0.08,-0.08,0,0.95,0.02,-0.02,0,9/6/2018,Haute-Provence Observatory
HD 156279,c,HD 156279 c,Radial Velocity,0,2,4191,270,-310,0,,,,0,0.231,0.018,-0.021,0,,,,0,8.6,0.5,-0.55,0,Msini,,,,0,,,,0,0,0,0,0,17h12m23.20s,258.09668,+63d21m07.5s,63.352093,36.23,0.04,-0.04,0,36.23,0.04,-0.04,0,8.1,,0,V (Johnson),7.866,,0,5453,40,-40,0,0.95,0.08,-0.08,0,0.95,0.02,-0.02,0,11/29/2018,W. M. Keck Observatory
HD 156411,b,HD 156411 b,Radial Velocity,0,1,842.2,14.5,-14.5,0,1.88,0.03,-0.04,0,0.22,0.08,-0.08,0,,,,,0.74,0.05,-0.04,0,Msini,,,,,,,,,0,0,0,0,17h19m51.40s,259.964172,-48d32m57.6s,-48.54932,56.96,0.18,-0.18,0,56.96,0.18,-0.18,0,6.673,0.01,0,V (Johnson),6.512,,0,5900,15,-15,0,1.25,,,0,2.16,0.09,-0.09,0,6/25/2014,La Silla Observatory
HD 156668,b,HD 156668 b,Radial Velocity,0,1,4.6455,0.0011,-0.0011,0,0.05,0.0007,-0.0007,0,0,,,0,,,,0,0.013,0.002,-0.002,0,Msini,,,,0,,,,0,0,0,0,1,17h17m40.49s,259.418701,+29d13m38.0s,29.227226,24.35,0.02,-0.02,0,24.35,0.02,-0.02,0,8.42,0.02,0,V (Johnson),8.108,,0,4850,88,-88,0,0.77,0.02,-0.02,0,0.72,0.01,-0.01,0,1/31/2019,W. M. Keck Observatory
HD 156846,b,HD 156846 b,Radial Velocity,0,1,359.51001,0.09,-0.09,0,1.12,0.02,-0.02,0,0.85,0,0,0,,,,0,10.67,0.74,-0.74,0,Msini,,,,0,,,,0,0,0,0,0,17h20m34.31s,260.142944,-19d20m01.5s,-19.333746,47.8,0.12,-0.12,0,47.8,0.12,-0.12,0,6.506,,0,V (Johnson),6.358,,0,6090,31,-31,0,1.38,0.14,-0.14,0,1.9,0.04,-0.04,0,9/6/2018,La Silla Observatory
HD 158038,b,HD 158038 b,Radial Velocity,0,1,521,6.9,-6.9,0,1.5,0.04,-0.04,0,0.29,0.09,-0.09,0,,,,0,1.53,0.47,-0.47,0,Msini,,,,0,,,,0,0,0,0,0,17h25m45.43s,261.439301,+27d18m12.0s,27.303341,95.12,0.23,-0.23,0,95.12,0.23,-0.23,0,7.64,,0,V (Johnson),7.207,,0,4860,38,-38,0,1.3,0.56,-0.56,0,4.5,0.16,-0.16,0,9/6/2018,W. M. Keck Observatory
HD 158996,b,HD 158996 b,Radial Velocity,0,1,820.2,14,-14,0,2.1,0.2,-0.2,0,0.13,0.05,-0.05,0,,,,0,14,2.3,-2.3,0,Msini,,,,0,,,,0,0,0,0,0,17h19m37.11s,259.904633,+80d08m11.0s,80.136398,285.91,4.61,-4.61,0,285.91,4.61,-4.61,0,5.706,0.009,0,V (Johnson),5.152,,0,4069,30,-30,0,1.8,0.3,-0.3,0,50.3,4.3,-4.3,0,4/12/2018,Bohyunsan Optical Astronomical Observatory
HD 159243,b,HD 159243 b,Radial Velocity,0,2,12.62,0.004,-0.004,0,0.11,0.002,-0.002,0,0.02,0.018,-0.018,0,,,,,1.13,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,73.46,0.23,-0.23,0,73.46,0.23,-0.23,0,8.646,0.014,0,V (Johnson),8.512,,0,6123,65,-65,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,5/14/2014,Haute-Provence Observatory
HD 159243,c,HD 159243 c,Radial Velocity,0,2,248.4,4.9,-4.9,0,0.8,0.02,-0.02,0,0.075,0.05,-0.05,0,,,,,1.9,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,73.46,0.23,-0.23,0,73.46,0.23,-0.23,0,8.646,0.014,0,V (Johnson),8.512,,0,6123,65,-65,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,5/14/2014,Haute-Provence Observatory
HD 159868,b,HD 159868 b,Radial Velocity,0,2,1184.1,7.1,-7.1,0,2.32,0.14,-0.14,0,0.024,0.019,-0.019,0,,,,0,2.218,0.059,-0.059,0,Msini,,,,,,,,0,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,0.17,-0.17,0,55.94,0.17,-0.17,0,7.24,,0,V (Johnson),7.046,,0,5534,,,0,1.19,,,0,2.13,,,0,12/6/2018,Anglo-Australian Telescope
HD 159868,c,HD 159868 c,Radial Velocity,0,2,351,1.1,-1.1,0,1.032,0.064,-0.064,0,0.184,0.037,-0.037,0,,,,0,0.768,0.044,-0.044,0,Msini,,,,,,,,0,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,0.17,-0.17,0,55.94,0.17,-0.17,0,7.24,,0,V (Johnson),7.046,,0,5534,,,0,1.19,,,0,2.13,,,0,12/6/2018,Anglo-Australian Telescope
HD 1605,b,HD 1605 b,Radial Velocity,0,2,577.2,2.5,-2.5,0,1.492,0.038,-0.038,0,0.095,0.057,-0.057,0,,,,0,0.934,0.079,-0.079,0,Msini,,,,0,,,,0,0,0,0,0,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,89.03,0.37,-0.37,0,89.03,0.37,-0.37,0,7.52,,0,V (Johnson),7.257,,0,4915,,,0,1.33,0.09,-0.09,0,3.49,0.22,-0.22,0,9/27/2018,Multiple Observatories
HD 1605,c,HD 1605 c,Radial Velocity,0,2,2149,16,-16,0,3.584,0.099,-0.099,0,0.099,0.011,-0.011,0,,,,0,3.62,0.23,-0.23,0,Msini,,,,0,,,,0,0,0,0,0,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,89.03,0.37,-0.37,0,89.03,0.37,-0.37,0,7.52,,0,V (Johnson),7.257,,0,4915,,,0,1.33,0.09,-0.09,0,3.49,0.22,-0.22,0,9/27/2018,Multiple Observatories
HD 160691,b,HD 160691 b,Radial Velocity,0,4,643.25,0.9,-0.9,0,1.497,,,0,0.128,0.017,-0.017,0,,,,0,1.676,,,0,Msini,,,,0,,,,0,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,0.03,-0.03,0,15.61,0.03,-0.03,0,5.15,,0,V (Johnson),4.905,,0,,,,0,1.08,,,0,,,,0,3/28/2019,Anglo-Australian Telescope
HD 160691,c,HD 160691 c,Radial Velocity,0,4,4205.8,758.9,-758.9,0,5.235,,,0,0.0985,0.0627,-0.0627,0,,,,,1.814,,,0,Msini,,,,,,,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,0.03,-0.03,0,15.61,0.03,-0.03,0,5.15,,0,V (Johnson),4.905,,0,,,,0,1.08,,,0,,,,0,8/21/2014,Anglo-Australian Telescope
HD 160691,d,HD 160691 d,Radial Velocity,0,4,9.6386,0.0015,-0.0015,0,0.09094,,,0,0.172,0.04,-0.04,0,,,,,0.03321,,,0,Msini,,,,,,,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,0.03,-0.03,0,15.61,0.03,-0.03,0,5.15,,0,V (Johnson),4.905,,0,,,,0,1.08,,,0,,,,0,8/21/2014,La Silla Observatory
HD 160691,e,HD 160691 e,Radial Velocity,0,4,310.55,0.83,-0.83,0,0.921,,,0,0.0666,0.0122,-0.0122,0,,,,,0.5219,,,0,Msini,,,,,,,,,0,0,0,1,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.61,0.03,-0.03,0,15.61,0.03,-0.03,0,5.15,,0,V (Johnson),4.905,,0,,,,0,1.08,,,0,,,,0,8/21/2014,La Silla Observatory
HD 16141,b,HD 16141 b,Radial Velocity,0,1,75.523,0.055,-0.055,0,0.36,0.01,-0.01,0,0.25,0.05,-0.05,0,,,,0,0.26,0.02,-0.02,0,Msini,,,,0,,,,0,0,0,0,0,02h35m19.93s,38.833035,-03d33m38.2s,-3.560602,37.83,0.08,-0.08,0,37.83,0.08,-0.08,0,6.83,,0,V (Johnson),6.658,,0,5757,9,-9,0,1.11,0.06,-0.06,0,1.48,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 16175,b,HD 16175 b,Radial Velocity,0,1,990,20,-20,0,2.12,0.07,-0.07,0,0.6,0.11,-0.11,0,,,,0,5.1,0.81,-0.81,0,Msini,,,,0,,,,0,0,0,0,0,02h37m01.91s,39.257961,+42d03m45.5s,42.062634,59.96,0.25,-0.25,0,59.96,0.25,-0.25,0,7.282,0.01,0,V (Johnson),7.129,,0,5981,17,-17,0,1.63,0.14,-0.14,0,1.72,0.03,-0.03,0,9/6/2018,Lick Observatory
HD 162020,b,HD 162020 b,Radial Velocity,0,1,8.4282,0.000056,-0.000056,0,0.08,0,0,0,0.28,0,0,0,,,,0,9.84,2.75,-2.75,0,Msini,,,,0,,,,0,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,30.85,0.07,-0.07,0,30.85,0.07,-0.07,0,9.1,,0,V (Johnson),8.759,,0,4723,71,-71,0,0.42,0.18,-0.18,0,0.75,0.03,-0.03,0,9/6/2018,La Silla Observatory
HD 163607,b,HD 163607 b,Radial Velocity,0,2,75.2203,0.0094,-0.0094,0,0.362,0.016,-0.016,0,0.7441,0.0071,-0.0071,0,,,,0,0.7836,0.0098,-0.0098,0,Msini,,,,,,,,0,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,67.92,0.16,-0.16,0,67.92,0.16,-0.16,0,8,,0,V (Johnson),7.813,,0,5522,,,0,1.12,,,0,1.76,,,0,12/6/2018,W. M. Keck Observatory
HD 163607,c,HD 163607 c,Radial Velocity,0,2,1272,4.4,-4.4,0,2.39,0.11,-0.11,0,0.08,0.014,-0.014,0,,,,0,2.201,0.037,-0.037,0,Msini,,,,,,,,0,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,67.92,0.16,-0.16,0,67.92,0.16,-0.16,0,8,,0,V (Johnson),7.813,,0,5522,,,0,1.12,,,0,1.76,,,0,12/6/2018,W. M. Keck Observatory
HD 16417,b,HD 16417 b,Radial Velocity,0,1,17.24,0.01,-0.01,0,0.14,0.01,-0.01,0,0.2,0.09,-0.09,0,,,,0,0.0696,0.0063,-0.0063,0,Msini,,,,0,,,,0,0,0,0,1,02h36m58.61s,39.244198,-34d34m40.7s,-34.577976,25.41,0.04,-0.04,0,25.41,0.04,-0.04,0,5.78,,0,V (Johnson),5.594,,0,,,,,1.2,,,0,,,,,1/31/2019,Anglo-Australian Telescope
HD 164509,b,HD 164509 b,Radial Velocity,0,1,280.17,0.82,-0.82,0,0.87,0.051,-0.051,0,0.238,0.062,-0.062,0,,,,0,0.443,0.083,-0.083,0,Msini,,,,0,,,,0,0,0,0,0,18h01m31.23s,270.380127,+00d06m16.4s,0.104556,53.19,0.14,-0.14,0,53.19,0.14,-0.14,0,8.1,,0,V (Johnson),7.956,,0,5859,,,0,1.12,0.19,-0.19,0,1.11,0.06,-0.06,0,9/27/2018,W. M. Keck Observatory
HD 164595,b,HD 164595 b,Radial Velocity,0,1,40,0.24,-0.24,0,0.23,,,0,0.088,0.12,-0.066,0,,,,,0.05078,0.00856,-0.00856,0,Msini,,,,,,,,,0,0,0,0,18h00m38.89s,270.162048,+29d34m18.9s,29.571922,28.28,0.02,-0.02,0,28.28,0.02,-0.02,0,7.1,,0,V (Johnson),6.895,,0,5790,40,-40,0,0.99,0.03,-0.03,0,,,,,9/10/2015,Haute-Provence Observatory
HD 164604,b,HD 164604 b,Radial Velocity,0,1,641.472,10.129,-10.129,0,1.331,0.029,-0.029,0,0.35,0.1,-0.1,0,,,,0,1.99792,0.25894,-0.25894,0,Msini,,,,0,,,,0,0,0,0,0,18h03m06.94s,270.7789,-28d33m38.3s,-28.560644,39.41,0.1,-0.1,0,39.41,0.1,-0.1,0,9.7,,0,V (Johnson),9.328,,0,4684,135,-37,0,0.77,0.04,-0.04,0,,,,0,5/23/2019,Las Campanas Observatory
HD 164922,b,HD 164922 b,Radial Velocity,0,2,1155,23,-23,0,2.1,0.04,-0.04,0,0.05,0.09,-0.09,0,,,,0,0.31,0.05,-0.05,0,Msini,,,,0,,,,0,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.02,0.02,-0.02,0,22.02,0.02,-0.02,0,6.99,,0,V (Johnson),6.786,,0,5372,12,-12,0,0.76,0.06,-0.06,0,0.97,0.01,-0.01,0,9/6/2018,W. M. Keck Observatory
HD 164922,c,HD 164922 c,Radial Velocity,0,2,75.765,0.058,-0.056,0,0.3351,0.0015,-0.0015,0,0.22,0.13,-0.13,0,,,,,0.04059,0.00503,-0.00503,0,Msini,,,,,,,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.02,0.02,-0.02,0,22.02,0.02,-0.02,0,6.99,,0,V (Johnson),6.786,,0,5372,12,-12,0,0.76,0.06,-0.06,0,0.97,0.01,-0.01,0,10/27/2016,Multiple Observatories
HD 165155,b,HD 165155 b,Radial Velocity,0,1,434.5,2.1,-2.1,0,1.13,0.04,-0.04,0,0.2,0.03,-0.03,0,,,,,2.89,0.23,-0.23,0,Msini,,,,,,,,,0,0,0,0,18h05m57.35s,271.488953,-29d55m02.1s,-29.917253,63.47,0.22,-0.22,0,63.47,0.22,-0.22,0,9.36,,0,V (Johnson),9.214,,0,5426,100,-100,0,1.02,0.05,-0.05,0,0.95,0.11,-0.11,0,11/10/2016,Multiple Observatories
HD 1666,b,HD 1666 b,Radial Velocity,0,1,270,0.8,-0.9,0,0.94,0.01,-0.02,0,0.63,0.03,-0.02,0,,,,,6.43,0.31,-0.22,0,Msini,,,,,,,,,0,0,0,0,00h20m52.34s,5.218085,-19d55m52.4s,-19.931225,118.31,0.68,-0.68,0,118.31,0.68,-0.68,0,8.17,,0,V (Johnson),8.051,,0,6317,44,-44,0,1.5,0.07,-0.07,0,1.93,0.49,-0.49,0,4/1/2015,Multiple Observatories
HD 166724,b,HD 166724 b,Radial Velocity,0,1,5144,705,-467,0,5.42,0.43,-0.43,0,0.734,0.02,-0.02,0,,,,,3.53,0.11,-0.11,0,Msini,,,,,,,,,0,0,0,0,18h13m59.68s,273.498657,-42d34m31.3s,-42.575375,45.19,0.09,-0.09,0,45.19,0.09,-0.09,0,9.344,0.022,0,V (Johnson),9.069,,0,5127,52,-52,0,0.81,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
HD 167042,b,HD 167042 b,Radial Velocity,0,1,420.77,3.48,-3.11,0,1.32,0.03,-0.04,0,0.089,0.028,-0.065,0,,,,,1.7,0.09,-0.12,0,Msini,,,,,,,,,0,0,0,0,18h10m31.64s,272.631836,+54d17m11.6s,54.286552,49.73,0.13,-0.13,0,49.73,0.13,-0.13,0,5.94,,0,V (Johnson),5.708,,0,4943,12,-12,0,1.5,0.2,-0.2,0,4.5,0.2,-0.2,0,5/14/2014,Lick Observatory
HD 168443,b,HD 168443 b,Radial Velocity,0,2,58.11247,0.0003,-0.0003,0,0.2931,0.00181,,0,0.52883,0.00103,-0.00103,0,,,,,7.659,0.0975,-0.0975,0,Msini,,,,,,,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,39.67,0.12,-0.12,0,39.67,0.12,-0.12,0,6.917,0.011,0,V (Johnson),6.732,,0,5491,44,-44,0,0.99,0.02,-0.02,0,1.51,0.06,-0.06,0,6/25/2014,W. M. Keck Observatory
HD 168443,c,HD 168443 c,Radial Velocity,0,2,1749.83,0.57,-0.57,0,2.8373,0.018,-0.018,0,0.2113,0.00171,-0.00171,0,,,,,17.193,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,39.67,0.12,-0.12,0,39.67,0.12,-0.12,0,6.917,0.011,0,V (Johnson),6.732,,0,5491,44,-44,0,0.99,0.02,-0.02,0,1.51,0.06,-0.06,0,2/5/2015,W. M. Keck Observatory
HD 168746,b,HD 168746 b,Radial Velocity,0,1,6.404,0.0014,-0.0014,0,0.07,0,0,0,0.11,0.08,-0.08,0,,,,0,0.27,0.02,-0.02,0,Msini,,,,0,,,,0,0,0,0,0,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,41.62,0.1,-0.1,0,41.62,0.1,-0.1,0,7.946,0.013,0,V (Johnson),7.772,,0,5570,12,-12,0,1.07,0.06,-0.06,0,1.09,0.02,-0.02,0,9/6/2018,La Silla Observatory
