pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
11 Com,b,11 Com b,Radial Velocity,0,1,326.03,0.32,-0.32,0,1.29,0.05,-0.05,0,0.231,0.005,-0.005,0,,,,,19.4,1.5,-1.5,0,Msini,,,,,,,,,0,0,0,0,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,93.37,1.92,-1.92,0,93.37,1.92,-1.92,0,4.74,,0,V (Johnson),4.372,,0,4742,100,-100,0,2.7,0.3,-0.3,0,19,2,-2,0,5/14/2014,Xinglong Station
11 UMi,b,11 UMi b,Radial Velocity,0,1,516.21997,3.2,-3.2,0,1.53,0.07,-0.07,0,0.08,0.03,-0.03,0,,,,0,14.74,2.5,-2.5,0,Msini,,,,0,,,,0,0,0,0,0,15h17m05.89s,229.274536,+71d49m26.0s,71.823898,125.72,1.97,-1.97,0,125.72,1.97,-1.97,0,5.016,0.009,0,V (Johnson),4.5,,0,4213,46,-46,0,2.78,0.69,-0.69,0,29.79,2.84,-2.84,0,9/6/2018,Thueringer Landessternwarte Tautenburg
14 And,b,14 And b,Radial Velocity,0,1,185.84,0.23,-0.23,0,0.83,,,0,0,,,0,,,,,4.8,,,0,Msini,,,,,,,,,0,0,0,0,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,75.59,0.71,-0.71,0,75.59,0.71,-0.71,0,5.227,0.009,0,V (Johnson),4.872,,0,4813,20,-20,0,2.2,0.1,-0.2,0,11,1,-1,0,5/14/2014,Okayama Astrophysical Observatory
14 Her,b,14 Her b,Radial Velocity,0,1,1773.40002,2.5,-2.5,0,2.93,0.08,-0.08,0,0.37,0,0,0,,,,0,4.66,0.15,-0.15,0,Msini,,,,0,,,,0,0,0,0,0,16h10m24.31s,242.601303,+43d49m03.5s,43.817646,17.94,0.01,-0.01,0,17.94,0.01,-0.01,0,6.61,0.02,0,V (Johnson),6.379,,0,5338,25,-25,0,0.9,0.04,-0.04,0,0.93,0.01,-0.01,0,9/6/2018,W. M. Keck Observatory
16 Cyg B,b,16 Cyg B b,Radial Velocity,0,1,798.5,1,-1,0,1.66,0.03,-0.03,0,0.68,0.02,-0.02,0,,,,0,1.78,0.08,-0.08,0,Msini,,,,0,,,,0,0,0,0,0,19h41m51.97s,295.466553,+50d31m03.1s,50.517525,21.15,0.01,-0.01,0,21.15,0.01,-0.01,0,6.25,,0,V (Johnson),6.057,,0,5750,8,-8,0,1.08,0.04,-0.04,0,1.13,0.01,-0.01,0,9/6/2018,Multiple Observatories
18 Del,b,18 Del b,Radial Velocity,0,1,993.3,3.2,-3.2,0,2.6,,,0,0.08,0.01,-0.01,0,,,,,10.3,,,0,Msini,,,,,,,,,0,0,0,0,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,76.38,0.62,-0.62,0,76.38,0.62,-0.62,0,5.506,0.009,0,V (Johnson),5.244,,0,4979,18,-18,0,2.3,,,0,8.5,,,0,5/14/2014,Okayama Astrophysical Observatory
24 Boo,b,24 Boo b,Radial Velocity,0,1,30.3506,0.0078,-0.0077,0,0.19,0.012,-0.009,0,0.042,0.048,-0.029,0,,,,0,0.91,0.13,-0.1,0,Msini,,,,0,,,,0,0,0,0,0,14h28m37.81s,217.157547,+49d50m41.5s,49.844852,96.25,0.64,-0.64,0,96.25,0.64,-0.64,0,5.58,,0,V (Johnson),5.305,,0,4893,15,-15,0,0.99,0.19,-0.13,0,10.64,0.84,-0.59,0,4/26/2018,Okayama Astrophysical Observatory
24 Sex,b,24 Sex b,Radial Velocity,0,2,452.8,2.1,-4.5,0,1.333,0.004,-0.009,0,0.09,0.14,-0.06,0,,,,,1.99,0.26,-0.38,0,Msini,,,,,,,,,0,0,0,0,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,72.21,0.68,-0.68,0,72.21,0.68,-0.68,0,6.441,0.01,0,V (Johnson),6.198,,0,5098,44,-44,0,1.54,0.08,-0.08,0,4.9,0.08,-0.08,0,5/14/2014,Lick Observatory
24 Sex,c,24 Sex c,Radial Velocity,0,2,883,32.4,-13.8,0,2.08,0.05,-0.02,0,0.29,0.16,-0.09,0,,,,,0.86,0.35,-0.22,0,Msini,,,,,,,,,0,0,0,0,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,72.21,0.68,-0.68,0,72.21,0.68,-0.68,0,6.441,0.01,0,V (Johnson),6.198,,0,5098,44,-44,0,1.54,0.08,-0.08,0,4.9,0.08,-0.08,0,5/14/2014,Lick Observatory
30 Ari B,b,30 Ari B b,Radial Velocity,0,1,335.10001,2.5,-2.5,0,0.99,0.02,-0.02,0,0.29,0.09,-0.09,0,,,,0,13.82,1.8,-1.8,0,Msini,,,,0,,,,0,0,0,0,0,02h36m57.74s,39.240585,+24d38m53.0s,24.648064,44.71,0.1,-0.1,0,44.71,0.1,-0.1,0,6.962,0.011,0,V (Johnson),6.961,,0,6331,61,-61,0,1.93,0.27,-0.27,0,1.41,0.05,-0.05,0,9/6/2018,Thueringer Landessternwarte Tautenburg
4 UMa,b,4 UMa b,Radial Velocity,0,1,269.3,1.96,-1.96,0,0.87,0.04,-0.04,0,0.432,0.024,-0.024,0,,,,,7.1,1.6,-1.6,0,Msini,,,,,,,,,0,0,0,0,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,73.58,1.18,-1.18,0,73.58,1.18,-1.18,0,4.61,,0,V (Johnson),4.16,,0,4415,70,-70,0,1.23,0.15,-0.15,0,18.11,1.47,-1.47,0,5/14/2014,Thueringer Landessternwarte Tautenburg
42 Dra,b,42 Dra b,Radial Velocity,0,1,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,0.38,0.06,-0.06,0,,,,,3.88,0.85,-0.85,0,Msini,,,,,,,,,0,0,0,0,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,90.86,1.32,-1.32,0,90.86,1.32,-1.32,0,4.82,,0,V (Johnson),4.364,,0,4200,70,-70,0,0.98,0.05,-0.05,0,22.03,1,-1,0,5/14/2014,Thueringer Landessternwarte Tautenburg
47 UMa,b,47 UMa b,Radial Velocity,0,3,1078,2,-2,0,2.1,0.02,-0.02,0,0.032,0.014,-0.014,0,,,,,2.53,0.07,-0.06,0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0,5.05,,0,V (Johnson),4.831,,0,5892,70,-70,0,1.03,0.05,-0.05,0,1.23,,,0,5/14/2014,Lick Observatory
47 UMa,c,47 UMa c,Radial Velocity,0,3,2391,100,-87,0,3.6,0.1,-0.1,0,0.098,0.047,-0.096,0,,,,,0.54,0.066,-0.073,0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0,5.05,,0,V (Johnson),4.831,,0,5892,70,-70,0,1.03,0.05,-0.05,0,1.23,,,0,5/14/2014,Lick Observatory
47 UMa,d,47 UMa d,Radial Velocity,0,3,14002,4018,-5095,0,11.6,2.1,-2.9,0,0.16,0.09,-0.16,0,,,,,1.64,0.29,-0.48,0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0,5.05,,0,V (Johnson),4.831,,0,5892,70,-70,0,1.03,0.05,-0.05,0,1.23,,,0,5/14/2014,Lick Observatory
51 Peg,b,51 Peg b,Radial Velocity,0,1,4.230785,0.000036,-0.000036,0,0.0527,0.003,-0.003,0,0.013,0.012,-0.012,0,,,,,0.472,0.039,-0.039,0,Msini,,,,,,,,,0,0,0,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,0.03,-0.03,0,15.47,0.03,-0.03,0,5.5,,0,V (Johnson),5.256,,0,5793,70,-70,0,1.12,0.06,-0.06,0,1.2,,,0,5/14/2014,Haute-Provence Observatory
55 Cnc,b,55 Cnc b,Radial Velocity,0,5,14.65152,0.00015,-0.00015,0,0.115227,0.000001,-0.000001,0,0.0034,0.0032,-0.0032,0,90,,,0,0.8306,0.0033,-0.0033,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.96,0.01,0,V (Johnson),5.714,,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,10/29/2014,Lick Observatory
55 Cnc,c,55 Cnc c,Radial Velocity,0,5,44.4175,0.0073,-0.0073,0,0.241376,0.000026,-0.000026,0,0.02,0.031,-0.031,0,90,,,0,0.1714,0.0055,-0.0055,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.96,0.01,0,V (Johnson),5.714,,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,10/29/2014,McDonald Observatory
55 Cnc,d,55 Cnc d,Radial Velocity,0,5,4825,39,-39,0,5.503,0.03,-0.03,0,0.019,0.013,-0.013,0,90,,,0,3.878,0.068,-0.068,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.96,0.01,0,V (Johnson),5.714,,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,10/29/2014,Lick Observatory
55 Cnc,e,55 Cnc e,Radial Velocity,0,5,0.736539,0.000007,-0.000007,0,0.01544,0.00009,-0.00009,0,,,,0,83.3,0.9,-0.8,0,0.02542,0.00098,-0.00098,0,Mass,0.17,0.007,-0.007,0,6.4,0.8,-0.7,0,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.96,0.01,0,V (Johnson),5.714,,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,1/31/2019,McDonald Observatory
55 Cnc,f,55 Cnc f,Radial Velocity,0,5,262,0.51,-0.51,0,0.788,0.001,-0.001,0,0.305,0.075,-0.075,0,90,,,0,0.141,0.012,-0.012,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.96,0.01,0,V (Johnson),5.714,,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,10/29/2014,Multiple Observatories
6 Lyn,b,6 Lyn b,Radial Velocity,0,1,934.3,8.6,-8.6,0,2.11,0.11,-0.11,0,0.073,0.036,-0.036,0,,,,0,2.01,0.077,-0.077,0,Msini,,,,,,,,0,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,0.27,-0.27,0,54.74,0.27,-0.27,0,5.86,,0,V (Johnson),5.588,,0,4938,,,0,1.44,,,0,5.2,,,0,12/6/2018,Okayama Astrophysical Observatory
61 Vir,b,61 Vir b,Radial Velocity,0,3,4.215,0.0006,-0.0006,0,0.050201,0.000005,-0.000005,0,0.12,0.11,-0.11,0,,,,,0.016,0.002,-0.002,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0,4.74,,0,V (Johnson),4.477,,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,5/14/2014,Multiple Observatories
61 Vir,c,61 Vir c,Radial Velocity,0,3,38.021,0.034,-0.034,0,0.2175,0.0001,-0.0001,0,0.14,0.06,-0.06,0,,,,,0.057,0.003,-0.003,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0,4.74,,0,V (Johnson),4.477,,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,5/14/2014,Multiple Observatories
61 Vir,d,61 Vir d,Radial Velocity,0,3,123.01,0.55,-0.55,0,0.476,0.001,-0.001,0,0.35,0.09,-0.09,0,,,,,0.072,0.008,-0.008,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0,4.74,,0,V (Johnson),4.477,,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,5/14/2014,Multiple Observatories
7 CMa,b,7 CMa b,Radial Velocity,0,2,735.1,14.8,-1,0,1.758,0.024,-0.001,0,0.06,0.03,-0.03,0,90,,,0,1.85,0.06,-0.06,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0,3.92,,0,V (Johnson),3.578,,0,4826,45,-55,0,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,10/24/2019,Anglo-Australian Telescope
7 CMa,c,7 CMa c,Radial Velocity,0,2,996,1.5,-52.4,0,2.153,0.003,-0.08,0,0.08,0.05,-0.04,0,90,,,0,0.87,0.06,-0.06,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0,3.92,,0,V (Johnson),3.578,,0,4826,45,-55,0,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,10/24/2019,Multiple Observatories
70 Vir,b,70 Vir b,Radial Velocity,0,1,116.688,0.0054,-0.0054,0,0.481,0.022,-0.022,0,0.3988,0.0019,-0.0019,0,,,,0,7.416,0.057,-0.057,0,Msini,,,,,,,,0,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,0.06,-0.06,0,17.91,0.06,-0.06,0,4.97,,0,V (Johnson),4.709,,0,5495,,,0,1.09,,,0,1.89,,,0,12/6/2018,Lick Observatory
75 Cet,b,75 Cet b,Radial Velocity,0,1,691.9,3.6,-3.6,0,2.1,,,0,0.117,0.048,-0.048,0,,,,,3,,,0,Msini,,,,,,,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,0.72,-0.72,0,83.15,0.72,-0.72,0,5.35,,0,V (Johnson),5.055,,0,4846,18,-18,0,2.49,0.02,-0.27,0,10.5,1,-1,0,9/3/2015,Okayama Astrophysical Observatory
8 UMi,b,8 UMi b,Radial Velocity,0,1,93.4,4.5,-4.5,0,0.49,0.02,-0.02,0,0.06,0.09,-0.09,0,,,,0,1.31,0.16,-0.16,0,Msini,,,,0,,,,0,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0,163.32,0.65,-0.65,0,6.83,,0,V (Johnson),6.559,,0,4847,7,-7,0,1.44,0.19,-0.19,0,10.3,0.57,-0.57,0,9/6/2018,Bohyunsan Optical Astronomical Observatory
81 Cet,b,81 Cet b,Radial Velocity,0,1,952.7,8.8,-8.8,0,2.5,,,0,0.206,0.029,-0.029,0,,,,,5.3,,,0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0,101.53,1.22,-1.22,0,5.65,,0,V (Johnson),5.349,,0,4785,25,-25,0,2.4,0.1,-0.4,0,11,2,-1,0,5/14/2014,Okayama Astrophysical Observatory
91 Aqr,b,91 Aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0,0.7,,,0,0.027,0.026,-0.026,0,,,,,3.2,,,0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0,4.25,,0,V (Johnson),3.863,,0,4665,18,-18,0,1.4,0.1,-0.1,0,11,0.1,-0.1,0,5/14/2014,Lick Observatory
BD+03 2562,b,BD+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0,1.3,0.1,-0.1,0,0.2,0.12,-0.08,0,,,,,6.4,1.3,-1.3,0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618,564,-564,0,1106.93,66.8,-66.8,0,9.58,0.01,0,V (Johnson),8.998,,0,4095,20,-20,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,6/15/2017,Multiple Observatories
BD+14 4559,b,BD+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0,0.78,0.05,-0.05,0,0.29,0.03,-0.03,0,,,,0,1.04,0.47,-0.47,0,Msini,,,,0,,,,0,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0,9.63,0.012,0,V (Johnson),9.351,,0,4864,101,-101,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,9/6/2018,McDonald Observatory
BD+15 2375,b,BD+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0,0.576,0.027,-0.027,0,0.001,0.25,-0.001,0,,,,,1.061,0.27,-0.27,0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774,165,-165,0,785.38,45.98,-45.98,0,10.31,0.023,0,V (Johnson),9.992,,0,4649,30,-30,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,2/4/2016,Roque de los Muchachos Observatory
BD+15 2940,b,BD+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0,0.539,,,0,0.26,0.1,-0.1,0,,,,,1.11,,,0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0,9.046,0.021,0,V (Johnson),8.718,,0,4796,117,-117,0,1.1,0.2,-0.2,0,14.7,2.8,-2.8,0,5/14/2014,McDonald Observatory
BD+20 2457,b,BD+20 2457 b,Radial Velocity,0,2,379.63,2,-2,0,1.05,0.07,-0.07,0,0.15,0.03,-0.03,0,,,,0,55.59,78.55,-78.55,0,Msini,,,,0,,,,0,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,9/6/2018,McDonald Observatory
BD+20 2457,c,BD+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0,2.01,,,0,0.18,0.06,-0.06,0,,,,,12.47,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,5/14/2014,McDonald Observatory
BD+20 274,b,BD+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0,1.3,,,0,0.21,0.06,-0.06,0,,,,,4.2,,,0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0,9.36,,0,V (Johnson),8.916,,0,4296,10,-10,0,0.8,0.2,-0.2,0,17.3,0.9,-0.9,0,9/18/2015,McDonald Observatory
BD+48 738,b,BD+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0,1,,,0,0.2,0.1,-0.1,0,,,,,0.91,,,0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0,9.14,,0,V (Johnson),8.656,,0,4414,15,-15,0,0.74,0.39,-0.39,0,11,1,-1,0,8/13/2015,McDonald Observatory
BD+48 740,b,BD+48 740 b,Radial Velocity,0,1,733,5,-8,0,1.7,0.1,-0.1,0,0.76,0.05,-0.09,0,,,,0,1.7,0.7,-0.7,0,Msini,,,,0,,,,0,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0,8.699,0.015,0,V (Johnson),8.264,,0,4534,8,-8,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,2/1/2018,Multiple Observatories
BD+49 828,b,BD+49 828 b,Radial Velocity,0,1,2590,300,-180,0,4.2,0.32,-0.2,0,0.35,0.24,-0.1,0,,,,,1.6,0.4,-0.2,0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0,9.38,0.02,0,V (Johnson),9.029,,0,4943,30,-30,0,1.52,0.22,-0.22,0,7.6,1.3,-1.3,0,2/5/2015,McDonald Observatory
BD-06 1339,b,BD-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,0,,,0,,,,,0.027,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,5/14/2014,La Silla Observatory
BD-06 1339,c,BD-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,0.31,0.11,-0.11,0,,,,,0.17,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,5/14/2014,La Silla Observatory
BD-08 2823,b,BD-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0,0.06,0,0,0,0.15,0.15,-0.15,0,,,,0,0.04,0.01,-0.01,0,Msini,,,,0,,,,0,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,9/6/2018,La Silla Observatory
BD-08 2823,c,BD-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,,,,,0.33,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,5/14/2014,La Silla Observatory
BD-10 3166,b,BD-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.02,0.02,-0.02,0,,,,0,0.59,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,10.08,,0,V (Johnson),9.84,,0,5393,44,-44,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,9/6/2018,W. M. Keck Observatory
BD-11 4672,b,BD-11 4672 b,Radial Velocity,0,1,1667,33,-31,0,2.28,0.07,-0.07,0,0.05,0.06,-0.04,0,,,,,0.53,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4475,100,-100,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,1/8/2015,La Silla Observatory
BD-13 2130,b,BD-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,0.21,0.07,-0.07,0,,,,0,9.78,4.56,-4.56,0,Msini,,,,0,,,,0,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,9.45,,0,V (Johnson),9.7,,0,4545,71,-71,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,9/6/2018,La Silla Observatory
BD-17 63,b,BD-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),9.201,,0,4714,93,-93,0,0.74,0.03,-0.03,0,0.69,,,0,5/14/2014,La Silla Observatory
CI Tau,b,CI Tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0,,,,0,0.25,0.16,-0.16,0,50.5,6.3,-8.5,0,11.6,2.9,-2.7,0,Mass,,,,0,,,,0,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158,1.2,-1.2,0,158.71,1.19,-1.19,0,12.939,0.031,0,V (Johnson),12.145,,0,,,,0,0.9,0.02,-0.02,0,,,,0,6/27/2019,Multiple Observatories
CoRoT-20,c,CoRoT-20 c,Radial Velocity,0,2,1675,19,-17,0,2.9,0.07,-0.07,0,0.6,0.03,-0.03,0,,,,0,17,1,-1,0,Msini,,,,0,,,,0,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,864.31,24.46,-24.46,0,14.66,,0,V (Johnson),14.469,,0,,,,0,1.14,0.08,-0.08,0,,,,0,7/19/2018,Multiple Observatories
CoRoT-7,c,CoRoT-7 c,Radial Velocity,0,2,3.698,0.003,-0.003,0,0.046,,,0,0,,,0,80,,,0,0.02643,0.00283,-0.00283,0,Mass,,,,,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,0.91,-0.91,0,160.64,0.91,-0.91,0,11.668,0.008,0,V (Johnson),11.524,,0,5275,75,-75,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,9/10/2015,CoRoT
GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,0.002,-0.001,0,0.166,0.001,-0.001,0,0.38,0.01,-0.012,0,,,,0,0.30425,0.00444,-0.00321,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.02,0.01,-0.01,0,11.92,0.02,0,V (Johnson),10.577,,0,3264,,,0,0.35,,,0,0.4,,,0,10/19/2017,W. M. Keck Observatory
